0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19
2.3367606e-09,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.99999875,1.0943484e-25,1.0,0.0,1.0,8.741955e-28,8.036644e-29,2.8712326e-14,1.0
7.089488e-10,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.73560256,6.0159073e-22,1.0,0.0,1.0,2.483457e-25,2.8699544e-27,1.8598582e-27,1.0
4.6225804e-10,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.93724704,1.3763407e-21,1.0,0.0,1.0,2.5616465e-24,1.4278597e-26,4.8369875e-26,1.0
2.0726821e-08,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.9834951,6.560714e-23,1.0,0.0,1.0,3.8072095e-27,2.2261347e-29,3.2311574e-22,1.0
5.952869e-10,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.9145897,3.863427e-23,1.0,0.0,1.0,6.0052757e-27,3.4612825e-28,7.2087404e-26,1.0
6.03657e-08,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,2.1544288e-28,1.0,0.0,1.0,3.174431e-30,2.9736377e-31,0.13664714,1.0
4.408738e-09,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.99186766,2.753063e-23,1.0,0.0,1.0,4.2218233e-27,8.432489e-29,2.0105693e-22,1.0
3.8087915e-09,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1.571596e-29,1.0,0.0,1.0,6.841421e-32,2.0615394e-31,3.7884987e-05,1.0
6.9930506e-09,1.0,1.0,1.0,0.0,3.7763068e-38,1.0,0.0,1.0,1.0,0.0,0.0123699475,8.8733763e-16,1.0,0.0,1.0,2.1934824e-18,1.389789e-21,5.9003995e-31,1.0
1.2125249e-08,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.24595013,5.039261e-16,1.0,0.0,1.0,5.261088e-18,1.8033846e-21,1.4234917e-27,1.0
5.589614e-09,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.09530119,5.751514e-13,1.0,0.0,1.0,2.2835263e-13,1.7514739e-18,3.4591932e-30,1.0
8.922779e-09,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.23062237,8.301938e-12,1.0,0.0,1.0,1.5262788e-11,1.3762699e-17,4.2904305e-29,1.0
6.746281e-05,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.99999666,0.0,1.3616957e-08,2.383903e-17,1.0,0.0,1.0,4.290835e-05,3.4761192e-06,0.0,1.0
2.7703396e-05,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.99999964,0.0,2.514047e-08,8.655132e-17,1.0,0.0,1.0,0.0008175943,3.4362118e-05,0.0,1.0
1.1174011e-08,1.0,1.0,1.0,0.0,2.0846635e-38,1.0,0.0,0.99999887,1.0,0.0,0.00013510107,0.0001610931,1.0,0.0,1.0,0.017980728,6.83719e-11,2.4940987e-33,1.0
1.6828174e-08,1.0,1.0,1.0,0.0,6.072207e-38,1.0,0.0,0.99999976,1.0,0.0,0.00015464905,4.889069e-05,1.0,0.0,1.0,0.0026082057,2.0348861e-11,4.041841e-33,1.0
3.186004e-08,1.0,1.0,1.0,0.0,8.484496e-38,1.0,0.0,0.99999714,1.0,0.0,2.1162998e-05,0.00026799028,1.0,0.0,1.0,0.0054662223,1.6716437e-11,1.1783755e-34,1.0
5.9770166e-08,1.0,1.0,1.0,0.0,2.758568e-33,1.0,0.0,1.0,1.0,0.0,3.51801e-06,3.6407386e-08,1.0,0.0,1.0,1.734656e-09,1.4378207e-15,7.8044083e-35,1.0
8.584558e-08,1.0,1.0,1.0,0.0,3.888704e-34,1.0,0.0,1.0,1.0,0.0,1.5400595e-06,5.647297e-07,1.0,0.0,1.0,3.529216e-08,7.150854e-15,1.0530095e-35,1.0
3.5096255e-07,1.0,1.0,1.0,0.0,2.8488595e-34,1.0,0.0,1.0,1.0,0.0,8.415794e-07,1.1299064e-06,1.0,0.0,1.0,2.268317e-08,1.6413666e-15,2.8399496e-35,1.0
1.3765632e-06,1.0,1.0,1.0,0.0,4.207418e-27,1.0,0.0,1.0,0.99999994,0.0,2.1707605e-08,1.9851022e-12,1.0,0.0,1.0,2.060138e-18,4.622473e-22,5.6771373e-36,1.0
0.00011390136,1.0,1.0,1.0,0.0,7.6971186e-26,1.0,0.0,1.0,0.9999924,0.0,1.2105855e-09,1.2387529e-12,1.0,0.0,1.0,6.3506993e-21,5.0229057e-25,7.871048e-36,1.0
6.4362234e-07,1.0,1.0,1.0,0.0,3.654807e-30,1.0,0.0,1.0,1.0,0.0,1.0882926e-07,7.5631473e-10,1.0,0.0,1.0,1.01152634e-13,6.6166244e-19,3.695142e-36,1.0
4.3012124e-06,1.0,1.0,1.0,0.0,2.6532999e-36,1.0,0.0,1.0,1.0,0.0,5.0221496e-07,4.756721e-12,1.0,0.0,1.0,6.347377e-11,3.6664672e-15,5.4481e-37,1.0
9.1715447e-07,1.0,1.0,1.0,0.0,7.1572246e-34,1.0,0.0,1.0,1.0,0.0,3.3961385e-07,2.8265135e-14,1.0,0.0,1.0,7.286751e-14,2.1608704e-16,9.876565e-38,1.0
2.3273236e-07,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,6.359975e-06,1.052381e-09,1.0,0.0,1.0,9.631584e-06,3.9560508e-11,4.1337063e-37,1.0
7.885327e-07,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,4.6714767e-06,1.3511395e-09,1.0,0.0,1.0,4.8999286e-06,1.2401792e-11,7.21745e-37,1.0
5.797092e-08,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,4.930357e-26,1.0559916e-25,2.7429332e-18,1.0
0.002314776,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.99999523,0.011675181,0.0,2.105149e-12,1.1440934e-16,1.0,0.0,1.0,0.0047630146,0.013822742,0.0,1.0
9.355247e-05,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.042818923,2.228805e-27,1.0,0.0,1.0,1.069293e-11,4.465205e-11,8.312968e-38,1.0
0.004753684,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.065603316,0.0,1.5269966e-09,1.9557621e-23,1.0,0.0,1.0,1.6905933e-08,9.411056e-06,0.0,1.0
2.956762e-08,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.06591728,4.5340313e-16,1.0,0.0,1.0,4.6468263e-11,3.5435654e-14,1.9905504e-31,1.0
7.20438e-08,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.004908242,1.7719989e-17,1.0,0.0,1.0,2.2676309e-14,1.9177288e-16,1.0041656e-32,1.0
2.7336435e-07,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0010829308,1.737127e-19,1.0,0.0,1.0,3.3363145e-18,3.508638e-19,9.488481e-33,1.0
3.42036e-07,1.0,1.0,1.0,0.0,2.175577e-38,1.0,0.0,1.0,1.0,0.0,0.001631305,2.697467e-23,1.0,0.0,1.0,5.5769524e-24,1.029542e-22,7.3312428e-31,1.0
2.4381903e-08,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0014981484,6.955221e-20,1.0,0.0,1.0,6.0794073e-18,2.6065842e-18,1.2148128e-33,1.0
6.8261755e-08,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0067358688,3.6222692e-17,1.0,0.0,1.0,1.2252642e-13,3.7200012e-16,2.4200127e-32,1.0
2.5467461e-06,1.0,1.0,1.0,0.0,1.3631735e-28,1.0,0.0,1.0,0.9999699,0.0,1.8439167e-09,3.3828537e-11,1.0,0.0,1.0,1.9711134e-11,3.9457654e-14,0.0,1.0
8.419588e-06,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.98820573,5.421508e-27,1.0,0.0,1.0,1.8677447e-10,3.2297456e-11,8.377417e-34,1.0
6.4424705e-05,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.9450945,3.6021313e-28,1.0,0.0,1.0,2.5817323e-13,1.4903581e-13,9.228702e-34,1.0
1.2582649e-09,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.9999998,5.9431725e-20,1.0,0.0,1.0,1.1291669e-13,1.5702438e-19,6.170251e-24,1.0
7.2880764e-09,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.9999988,2.481208e-21,1.0,0.0,1.0,7.376009e-17,5.0157523e-22,4.2661243e-24,1.0
1.4954239e-09,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.99999946,3.8210873e-21,1.0,0.0,1.0,7.657824e-16,6.5145336e-21,2.3036588e-24,1.0
1.2406057e-10,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.9997629,1.4958981e-12,1.0,0.0,1.0,3.1469348e-08,1.4225659e-16,2.8894008e-25,1.0
3.7288214e-10,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.9997589,5.5487783e-14,1.0,0.0,1.0,9.620031e-11,2.2657197e-18,2.5195279e-24,1.0
8.7482854e-11,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.99942195,2.2099846e-12,1.0,0.0,1.0,4.252405e-08,2.5108068e-16,1.3981714e-26,1.0
1.5828354e-10,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.99991065,7.782437e-13,1.0,0.0,1.0,1.729137e-08,8.788078e-17,3.6144577e-24,1.0
1.5072712e-12,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,6.57229e-22,1.0,0.0,1.0,1.7573635e-14,6.6984376e-23,2.1730217e-16,1.0
2.5720708e-12,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,9.160935e-27,1.0,0.0,1.0,3.101488e-22,1.0540345e-27,9.970631e-16,1.0
6.5127994e-12,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,2.5546417e-30,1.0,0.0,1.0,2.7884105e-28,1.2674447e-31,6.3843846e-15,1.0
4.3961436e-12,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1.5846319e-26,1.0,0.0,1.0,2.2621052e-22,5.8768447e-28,3.517837e-16,1.0
8.741192e-12,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,2.0648257e-27,1.0,0.0,1.0,6.5725343e-24,3.9244945e-29,3.1586658e-16,1.0
3.2430037e-12,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,3.8241415e-25,1.0,0.0,1.0,3.2100172e-20,1.544332e-26,1.8647124e-17,1.0
3.5717438e-08,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.01369716,1.1637211e-15,1.0,0.0,1.0,7.7514384e-11,1.0706035e-14,2.1681178e-33,1.0
6.1762705e-08,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0010162905,1.08135047e-19,1.0,0.0,1.0,8.2222224e-18,4.776168e-19,2.7802342e-34,1.0
6.446335e-08,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.014122806,1.8022485e-15,1.0,0.0,1.0,1.0375103e-10,9.623663e-15,2.9539172e-33,1.0
7.954181e-08,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.012817063,2.1874838e-17,1.0,0.0,1.0,1.12512084e-13,1.517633e-16,9.9922104e-33,1.0
7.046356e-08,1.0,1.0,1.0,0.0,1.155328e-34,1.0,0.0,1.0,1.0,0.0,2.952692e-05,2.904563e-10,1.0,0.0,1.0,4.442809e-12,2.6006262e-17,4.4561765e-34,1.0
2.099143e-08,1.0,1.0,1.0,0.0,1.2385932e-33,1.0,0.0,1.0,1.0,0.0,4.71835e-05,1.5503349e-11,1.0,0.0,1.0,1.5163593e-13,8.534997e-18,6.735245e-34,1.0
2.4551144e-07,1.0,1.0,1.0,0.0,3.4125382e-35,1.0,0.0,1.0,1.0,0.0,2.7286365e-05,8.5923635e-10,1.0,0.0,1.0,7.481017e-12,1.5395863e-17,1.5824092e-33,1.0
4.6483933e-08,1.0,1.0,1.0,0.0,1.219949e-33,1.0,0.0,1.0,1.0,0.0,2.2721768e-05,2.6750725e-11,1.0,0.0,1.0,8.920084e-14,3.993442e-18,3.574879e-34,1.0
1.059685e-08,1.0,1.0,1.0,0.0,1.7335135e-33,1.0,0.0,1.0,1.0,0.0,0.0020007247,3.544466e-17,1.0,0.0,1.0,1.2983701e-20,1.0879981e-22,6.0957794e-33,1.0
1.2428996e-08,1.0,1.0,1.0,0.0,1.0317166e-36,1.0,0.0,1.0,1.0,0.0,0.010660279,1.195849e-14,1.0,0.0,1.0,2.1572465e-16,3.1635794e-20,5.5287396e-32,1.0
4.1479208e-08,1.0,1.0,1.0,0.0,1.8149928e-36,1.0,0.0,1.0,1.0,0.0,0.01186954,4.932755e-15,1.0,0.0,1.0,2.3349153e-17,4.4028118e-21,3.1235104e-31,1.0
3.254505e-08,1.0,1.0,1.0,0.0,2.3458126e-35,1.0,0.0,1.0,1.0,0.0,0.0061912704,7.460113e-16,1.0,0.0,1.0,1.0754232e-18,8.4612943e-22,8.9316136e-32,1.0
5.027691e-09,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,6.784387e-06,7.924877e-16,1.0,0.0,1.0,1.1200681e-12,1.2869375e-16,5.673995e-37,1.0
2.8944493e-09,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,4.4906705e-05,3.6039525e-13,1.0,0.0,1.0,5.992564e-08,1.5332653e-13,1.4853489e-36,1.0
1.1403095e-08,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,7.181981e-07,3.373119e-18,1.0,0.0,1.0,3.805864e-17,1.4852258e-19,7.4537997e-38,1.0
1.3324832e-08,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.97013557,6.515193e-17,1.0,0.0,1.0,1.8571805e-17,8.074505e-21,4.3147304e-25,1.0
8.978026e-08,1.0,1.0,1.0,0.0,4.8712166e-37,1.0,0.0,1.0,1.0,0.0,0.04071868,4.575243e-16,1.0,0.0,1.0,1.1104033e-18,2.956222e-22,2.6389743e-30,1.0
5.0572178e-09,1.0,1.0,1.0,0.0,5.78668e-36,1.0,0.0,1.0,1.0,0.0,0.017662564,9.718169e-17,1.0,0.0,1.0,4.1767955e-19,6.7663177e-22,8.776855e-32,1.0
4.92462e-09,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.35733953,1.1021501e-12,1.0,0.0,1.0,5.339298e-12,1.4887896e-17,5.104172e-30,1.0
1.2409808e-08,1.0,1.0,1.0,0.0,7.4176064e-38,1.0,0.0,1.0,1.0,0.0,0.04172021,3.3912127e-15,1.0,0.0,1.0,8.9955203e-17,1.1368561e-20,3.3039206e-31,1.0
1.0095999e-11,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1.6000587e-28,1.0,0.0,1.0,6.4537864e-28,2.3808427e-30,2.8602714e-19,1.0
5.604776e-12,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1.2191897e-27,1.0,0.0,1.0,3.6500918e-26,4.2686203e-29,2.7896894e-19,1.0
2.6401414e-12,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,9.284445e-37,1.0,3.1033892e-07
4.4703265e-11,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,3.6390194e-29,1.0,0.0,1.0,1.25734276e-29,8.500332e-32,3.8515892e-19,1.0
3.0283186e-11,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1.3819432e-29,1.0,0.0,1.0,4.1931994e-30,6.296893e-32,4.7915885e-19,1.0
1.4113248e-10,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,5.4372196e-30,1.0,0.0,1.0,1.2945645e-31,2.56447e-33,4.41309e-19,1.0
3.1628417e-10,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,2.9891305e-29,1.0,0.0,1.0,7.948219e-31,3.833722e-33,5.9495726e-19,1.0
5.798211e-11,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,3.3470547e-29,1.0,0.0,1.0,1.454809e-29,8.3423465e-32,6.5279522e-18,1.0
2.794238e-11,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,3.3393116e-30,1.0,0.0,1.0,2.6893903e-31,1.1060791e-32,1.1858521e-19,1.0
8.998139e-11,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1.3143605e-29,1.0,0.0,1.0,1.26962775e-30,1.16244666e-32,1.5841064e-18,1.0
4.5241862e-11,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1.2735407e-25,1.0,0.0,1.0,1.5359505e-23,3.9024172e-28,6.5991592e-18,1.0
3.861246e-12,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,8.208804e-34,1.0,0.0,1.0,8.3497327e-32,3.6179845e-34,5.738395e-14,1.0
3.708138e-11,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,9.1902995e-35,1.0,0.0,1.0,2.1560008e-34,2.3147967e-36,1.01823945e-13,1.0
4.735251e-11,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,7.092021e-35,1.0,0.0,1.0,7.723083e-35,8.785173e-37,5.322374e-14,1.0
4.353264e-12,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1.8698963e-34,1.0,0.0,1.0,1.2784034e-32,1.3670854e-34,5.451441e-13,1.0
2.3826647e-11,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,4.211122e-37,1.0,0.0,1.0,2.0847223e-35,1.1981461e-36,6.9309085e-06,1.0
8.3876794e-12,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,7.041027e-33,1.0,0.0,1.0,2.277908e-30,1.7967883e-33,3.5043214e-13,1.0
4.3632307e-12,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,4.8355475e-34,1.0,0.0,1.0,4.6360648e-32,3.1208732e-34,6.529621e-14,1.0
2.1889013e-11,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,7.957877e-36,1.0,0.0,1.0,7.772744e-33,4.9440833e-35,0.0001892856,1.0
1.6100957e-11,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,3.9965985e-32,1.0,0.0,1.0,3.2141195e-29,6.3978815e-33,1.4924156e-12,1.0
6.7543027e-10,1.0,1.0,1.0,0.0,2.5334557e-23,1.0,0.0,0.9999989,0.9999971,0.0,4.3146863e-15,0.0004535347,1.0,0.0,1.0,1.6062143e-09,5.7187734e-17,0.0,1.0
5.634096e-10,1.0,1.0,1.0,0.0,1.5503802e-21,1.0,0.0,1.0,0.999958,0.0,9.101739e-15,2.7311235e-06,1.0,0.0,1.0,1.3328084e-12,9.721496e-19,0.0,1.0
2.05059e-09,1.0,1.0,1.0,0.0,2.1547583e-20,1.0,0.0,1.0,0.99888885,0.0,2.6344681e-15,5.25119e-07,1.0,0.0,1.0,1.7599463e-14,2.5428222e-20,0.0,1.0
2.8957098e-08,1.0,1.0,1.0,0.0,4.1613508e-20,1.0,0.0,1.0,0.9961469,0.0,2.1516672e-15,1.9456442e-07,1.0,0.0,1.0,4.2800784e-16,3.4280353e-22,0.0,1.0
1.8183304e-09,1.0,1.0,1.0,0.0,5.593177e-20,1.0,0.0,1.0,0.9969383,0.0,1.8840124e-15,2.8535996e-07,1.0,0.0,1.0,5.9838626e-15,1.5055611e-20,0.0,1.0
6.773745e-10,1.0,1.0,1.0,0.0,7.239679e-21,1.0,0.0,1.0,0.99951977,0.0,1.8872493e-15,2.7563108e-06,1.0,0.0,1.0,3.471577e-13,3.3613e-19,0.0,1.0
5.0575384e-08,1.0,1.0,1.0,0.0,1.4755064e-20,1.0,0.0,1.0,0.99931514,0.0,1.0211056e-14,8.95967e-08,1.0,0.0,1.0,1.8588755e-16,1.423213e-22,0.0,1.0
7.6040086e-14,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1.1805621e-34,1.0,0.0,1.0,1.5787312e-33,1.7648436e-37,3.1368495e-15,1.0
3.4883748e-14,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,9.887775e-35,1.0,0.0,1.0,1.00885315e-33,1.6750814e-37,3.7885126e-16,1.0
9.169841e-14,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,3.7642332e-34,1.0,0.0,1.0,2.7378735e-33,1.4813137e-37,9.050493e-16,1.0
